timestamp,flow1,flow2,flow3,pressure,diff12,diff23,ratio12,ratio23,flag_old,zone_old,severity_old,status_old,extra,operating_state,flow1_cal,flow2_cal,flow3_cal,diff12_cal,diff23_cal,ratio12_cal,ratio23_cal,zone_new,severity_new
2026-04-04 21:18:28,0.2,0.08,0.0,1.0,0.12,0.08,0.4,1.0,0.0,NORMAL,LOW,Normal,,LOW_FLOW,0.2,0.0611381416782767,0.0,0.1388618583217233,0.0611381416782767,3.271280325340064,,NORMAL,LOW
2026-04-04 21:18:29,0.54,0.3,0.04,1.0,0.24,0.26,0.5555555556,0.1333333333,0.0,NORMAL,LOW,Normal,,LOW_FLOW,0.54,0.2292680312935377,0.0340381861575179,0.3107319687064623,0.1952298451360198,2.355321834244846,6.735612474547209,LEAK_1_2,HIGH
2026-04-04 21:18:30,0.86,0.85,0.19,1.0,0.01,0.66,0.988372093,0.2235294118,0.0,NORMAL,MEDIUM,Flow imbalance,,LOW_FLOW,0.86,0.6495927553316901,0.16168138424821,0.2104072446683098,0.4879113710834801,1.323906390490567,4.017733756747458,LEAK_2_3,HIGH
2026-04-04 21:18:31,1.12,1.31,0.81,1.0,0.19,0.5,1.169642857,0.6183206107,1.0,LEAK_2_3,HIGH,Leak detected at LEAK_2_3,,ACTIVE_FLOW,1.12,1.0011370699817814,0.6892732696897375,0.1188629300182186,0.3118638002920439,1.118727928055228,1.4524530603550363,LEAK_2_3,HIGH
2026-04-04 21:18:32,1.34,1.72,1.29,1.0,0.38,0.43,1.28358209,0.75,0.0,NORMAL,MEDIUM,Flow imbalance,,ACTIVE_FLOW,1.34,1.3144700460829497,1.0977315035799522,0.0255299539170505,0.2167385425029973,1.019422240919927,1.1974422176972817,LEAK_2_3,MEDIUM
2026-04-04 21:18:33,1.5,2.0,1.62,1.0,0.5,0.38,1.333333333,0.81,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.5,1.528453541956918,1.378546539379475,0.028453541956918,0.1499070025774431,0.9813840976020192,1.1087427941641497,NORMAL,LOW
2026-04-04 21:18:34,1.65,2.2,1.98,1.0,0.55,0.22,1.333333333,0.9,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.65,1.68129889615261,1.684890214797136,0.0312988961526101,0.0035913186445257,0.9813840976020192,0.997868514747735,NORMAL,LOW
2026-04-04 21:18:35,1.76,2.38,2.26,1.0,0.62,0.12,1.352272727,0.9495798319,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.76,1.8188597149287324,1.923157517899761,0.0588597149287324,0.1042978029710286,0.9676392222854644,0.945767415305154,NORMAL,LOW
2026-04-04 21:18:36,1.83,2.55,2.46,1.0,0.72,0.09,1.393442623,0.9647058824,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.83,1.9487782659950703,2.0933484486873506,0.1187782659950702,0.1445701826922802,0.9390498816270304,0.9309383094902648,NORMAL,LOW
2026-04-04 21:18:37,1.88,2.62,2.56,1.0,0.74,0.06,1.393617021,0.9770992366,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.88,2.002274139963563,2.1784439140811456,0.1222741399635629,0.1761697741175827,0.938932368189209,0.9191304522559214,LEAK_2_3,MEDIUM
2026-04-04 21:18:38,1.96,2.72,2.68,1.0,0.76,0.04,1.387755102,0.9852941176,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,2.0786968170614086,2.2805584725537,0.1186968170614086,0.2018616554922907,0.9428984467156656,0.9114858672024084,LEAK_2_3,MEDIUM
2026-04-04 21:18:39,1.97,2.78,2.71,1.0,0.81,0.07,1.411167513,0.9748201439,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,2.124550423320116,2.3060871121718374,0.154550423320116,0.1815366888517213,0.9272549986935146,0.9212793446121154,LEAK_2_3,MEDIUM
2026-04-04 21:18:40,2.02,2.83,2.78,1.0,0.81,0.05,1.400990099,0.9823321555,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.02,2.162761761869039,2.365653937947494,0.1427617618690391,0.2028921760784547,0.9339909904151136,0.9142342111735542,LEAK_2_3,MEDIUM
2026-04-04 21:18:41,2.01,2.82,2.79,1.0,0.81,0.03,1.402985075,0.9893617021,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.01,2.1551194941592544,2.374163484486873,0.1451194941592546,0.2190439903276191,0.9326629012671672,0.9077384553511652,LEAK_2_3,MEDIUM
2026-04-04 21:18:42,2.01,2.85,2.79,1.0,0.84,0.06,1.417910448,0.9789473684,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.01,2.178046297288608,2.374163484486873,0.1680462972886083,0.1961171871982654,0.9228453970433024,0.917395247429369,LEAK_2_3,MEDIUM
2026-04-04 21:18:43,2.05,2.88,2.79,1.0,0.83,0.09,1.404878049,0.96875,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.05,2.200973100417962,2.374163484486873,0.1509731004179619,0.1731903840689117,0.9314062037426571,0.9270520395075728,LEAK_2_3,MEDIUM
2026-04-04 21:18:44,2.03,2.85,2.75,1.0,0.82,0.1,1.403940887,0.9649122807,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.03,2.178046297288608,2.3401252983293555,0.1480462972886083,0.1620790010407473,0.9320279383074148,0.9307391783010688,LEAK_2_3,MEDIUM
2026-04-04 21:18:45,2.02,2.88,2.77,1.0,0.86,0.11,1.425742574,0.9618055556,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.02,2.200973100417962,2.3571443914081143,0.1809731004179617,0.1561712909901524,0.9177758690537404,0.9337455560383136,LEAK_1_2,MEDIUM
2026-04-04 21:18:46,2.02,2.85,2.74,1.0,0.83,0.11,1.410891089,0.9614035088,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.02,2.178046297288608,2.3316157517899763,0.158046297288608,0.1535694545013681,0.9274366676753586,0.9341360366160364,LEAK_1_2,MEDIUM
2026-04-04 21:18:47,2.01,2.88,2.72,1.0,0.87,0.16,1.432835821,0.9444444444,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.01,2.200973100417962,2.314596658711217,0.190973100417962,0.1136235582932552,0.9132324241574346,0.9509099964066648,LEAK_1_2,MEDIUM
2026-04-04 21:18:48,2.01,2.85,2.7,1.0,0.84,0.15,1.417910448,0.9473684211,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.01,2.178046297288608,2.297577565632458,0.1680462972886083,0.11953126834385,0.9228453970433024,0.947975089010348,LEAK_1_2,MEDIUM
2026-04-04 21:18:49,2.01,2.84,2.69,1.0,0.83,0.15,1.412935323,0.9471830986,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.01,2.1704040295788234,2.2890680190930786,0.1604040295788236,0.1186639895142551,0.9260948526666942,0.948160566429446,LEAK_1_2,MEDIUM
2026-04-04 21:18:50,2.0,2.87,2.68,1.0,0.87,0.19,1.435,0.9337979094,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.0,2.193330832708177,2.2805584725537,0.1933308327081775,0.0872276398455218,0.9118551429519342,0.9617516319378354,LEAK_1_2,MEDIUM
2026-04-04 21:18:51,2.0,2.85,2.68,1.0,0.85,0.17,1.425,0.9403508772,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.0,2.178046297288608,2.2805584725537,0.1780462972886081,0.1025121752650912,0.918254126411246,0.9550495299731117,LEAK_1_2,MEDIUM
2026-04-04 21:18:52,2.0,2.83,2.68,1.0,0.83,0.15,1.415,0.9469964664,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.0,2.162761761869039,2.2805584725537,0.1627617618690391,0.1177967106846602,0.9247435548664492,0.9483474280083882,LEAK_1_2,MEDIUM
2026-04-04 21:18:53,2.0,2.82,2.67,1.0,0.82,0.15,1.41,0.9468085106,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.0,2.1551194941592544,2.27204892601432,0.1551194941592544,0.1169294318550653,0.9280227873305146,0.948535689299532,LEAK_1_2,MEDIUM
2026-04-04 21:18:54,2.0,2.78,2.67,1.0,0.78,0.11,1.39,0.9604316547,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.0,2.124550423320116,2.27204892601432,0.124550423320116,0.1474985026942037,0.9413756331913854,0.9350812823591133,NORMAL,LOW
2026-04-04 21:18:55,1.96,2.78,2.67,1.0,0.82,0.11,1.418367347,0.9604316547,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,2.124550423320116,2.27204892601432,0.164550423320116,0.1474985026942037,0.9225481205275576,0.9350812823591133,LEAK_1_2,MEDIUM
2026-04-04 21:18:56,1.97,2.79,2.67,1.0,0.82,0.12,1.416243655,0.9569892473,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,2.1321926910299007,2.27204892601432,0.1621926910299007,0.139856234984419,0.9239315040745414,0.938444884094218,LEAK_1_2,MEDIUM
2026-04-04 21:18:57,1.98,2.79,2.67,1.0,0.81,0.12,1.409090909,0.9569892473,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.98,2.1321926910299007,2.27204892601432,0.1521926910299007,0.139856234984419,0.9286215117094376,0.938444884094218,LEAK_1_2,MEDIUM
2026-04-04 21:18:58,1.99,2.79,2.63,1.0,0.8,0.16,1.40201005,0.9426523297,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.99,2.1321926910299007,2.2380107398568017,0.1421926910299007,0.1058180488269009,0.9333115193443337,0.9527178100880463,NORMAL,LOW
2026-04-04 21:18:59,1.95,2.8,2.64,1.0,0.85,0.16,1.435897436,0.9428571429,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,2.139834958739685,2.2465202863961813,0.189834958739685,0.1066853276564963,0.9112852334875894,0.952510854986474,LEAK_1_2,MEDIUM
2026-04-04 21:19:00,1.97,2.8,2.65,1.0,0.83,0.15,1.421319797,0.9464285714,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,2.139834958739685,2.2550298329355605,0.169834958739685,0.1151948741958754,0.9206317487028468,0.9489164744016194,LEAK_1_2,MEDIUM
2026-04-04 21:19:01,1.94,2.76,2.61,1.0,0.82,0.15,1.422680412,0.9456521739,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.94,2.1092658879005466,2.220991646778043,0.1692658879005466,0.1117257588774962,0.919751279878221,0.9496955519668095,LEAK_1_2,MEDIUM
2026-04-04 21:19:02,1.96,2.77,2.63,1.0,0.81,0.14,1.413265306,0.9494584838,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,2.116908155610332,2.2380107398568017,0.1569081556103317,0.1211025842464699,0.9258786191576208,0.945888291736161,LEAK_1_2,MEDIUM
2026-04-04 21:19:03,1.97,2.74,2.64,1.0,0.77,0.1,1.390862944,0.9635036496,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,2.093981352480978,2.2465202863961813,0.123981352480978,0.1525389339152032,0.9407915680175072,0.932099908093907,LEAK_2_3,MEDIUM
2026-04-04 21:19:04,1.94,2.76,2.61,1.0,0.82,0.15,1.422680412,0.9456521739,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.94,2.1092658879005466,2.220991646778043,0.1692658879005466,0.1117257588774962,0.919751279878221,0.9496955519668095,LEAK_1_2,MEDIUM
2026-04-04 21:19:05,1.96,2.73,2.59,1.0,0.77,0.14,1.392857143,0.9487179487,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,2.0863390847711933,2.203972553699284,0.1263390847711933,0.1176334689280902,0.9394446062515054,0.9466266180444728,NORMAL,LOW
2026-04-04 21:19:06,1.93,2.71,2.61,1.0,0.78,0.1,1.404145078,0.963099631,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.93,2.071054549351624,2.220991646778043,0.1410545493516239,0.1499370974264189,0.9318924026429998,0.9324909224021936,NORMAL,LOW
2026-04-04 21:19:07,1.95,2.74,2.59,1.0,0.79,0.15,1.405128205,0.9452554745,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,2.093981352480978,2.203972553699284,0.1439813524809781,0.1099912012183055,0.9312403845858576,0.9500941148138666,NORMAL,LOW
2026-04-04 21:19:08,1.93,2.72,2.57,1.0,0.79,0.15,1.409326425,0.9448529412,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.93,2.0786968170614086,2.1869534606205248,0.1486968170614087,0.1082566435591161,0.9284663276332829,0.950498880973718,NORMAL,LOW
2026-04-04 21:19:09,1.95,2.7,2.56,1.0,0.75,0.14,1.384615385,0.9481481481,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,2.06341228164184,2.1784439140811456,0.1134122816418397,0.1150316324393059,0.945036538431574,0.9471955042332014,NORMAL,LOW
2026-04-04 21:19:10,1.92,2.69,2.55,1.0,0.77,0.14,1.401041667,0.9479553903,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.92,2.055770013932055,2.169934367541766,0.135770013932055,0.114164353609711,0.9339566133312897,0.9473881075310848,NORMAL,LOW
2026-04-04 21:19:11,1.95,2.68,2.59,1.0,0.73,0.09,1.374358974,0.9664179104,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,2.0481277462222702,2.203972553699284,0.0981277462222702,0.1558448074770133,0.9520890499124066,0.9292891341975044,LEAK_2_3,MEDIUM
2026-04-04 21:19:12,1.92,2.72,2.57,1.0,0.8,0.15,1.416666667,0.9448529412,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.92,2.0786968170614086,2.1869534606205248,0.1586968170614087,0.1082566435591161,0.9236556212724886,0.950498880973718,LEAK_1_2,MEDIUM
2026-04-04 21:19:13,1.95,2.7,2.56,1.0,0.75,0.14,1.384615385,0.9481481481,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,2.06341228164184,2.1784439140811456,0.1134122816418397,0.1150316324393059,0.945036538431574,0.9471955042332014,NORMAL,LOW
2026-04-04 21:19:14,1.92,2.69,2.55,1.0,0.77,0.14,1.401041667,0.9479553903,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.92,2.055770013932055,2.169934367541766,0.135770013932055,0.114164353609711,0.9339566133312897,0.9473881075310848,NORMAL,LOW
2026-04-04 21:19:15,1.95,2.68,2.55,1.0,0.73,0.13,1.374358974,0.9514925373,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,2.0481277462222702,2.169934367541766,0.0981277462222702,0.1218066213194957,0.9520890499124066,0.9438662186555044,NORMAL,LOW
2026-04-04 21:19:16,1.96,2.68,2.54,1.0,0.72,0.14,1.367346939,0.947761194,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,2.0481277462222702,2.1614248210023868,0.0881277462222702,0.1132970747801165,0.9569715578606754,0.9475822273903686,NORMAL,LOW
2026-04-04 21:19:17,1.93,2.68,2.54,1.0,0.75,0.14,1.388601036,0.947761194,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.93,2.0481277462222702,2.1614248210023868,0.1181277462222702,0.1132970747801165,0.9423240340158692,0.9475822273903686,NORMAL,LOW
2026-04-04 21:19:18,1.95,2.63,2.54,1.0,0.68,0.09,1.348717949,0.9657794677,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,2.009916407673347,2.1614248210023868,0.0599164076733471,0.1515084133290396,0.9701896021921104,0.9299034544912944,LEAK_2_3,MEDIUM
2026-04-04 21:19:19,1.97,2.64,2.54,1.0,0.67,0.1,1.340101523,0.9621212121,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,2.017558675383132,2.1614248210023868,0.0475586753831318,0.1438661456192549,0.9764276122605948,0.9334392090711092,NORMAL,LOW
2026-04-04 21:19:20,1.94,2.65,2.54,1.0,0.71,0.11,1.365979381,0.958490566,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.94,2.0252009430929165,2.1614248210023868,0.0852009430929165,0.1362238779094702,0.9579296348920338,0.936974963650924,NORMAL,LOW
2026-04-04 21:19:21,1.96,2.62,2.49,1.0,0.66,0.13,1.336734694,0.9503816794,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,2.002274139963563,2.118877088305489,0.0422741399635628,0.1166029483419266,0.9788869370483244,0.9449694609538788,NORMAL,LOW
2026-04-04 21:19:22,1.97,2.63,2.51,1.0,0.66,0.12,1.335025381,0.9543726236,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,2.009916407673347,2.135896181384248,0.0399164076733471,0.1259797737109007,0.980140264778696,0.9410178384095172,NORMAL,LOW
2026-04-04 21:19:23,1.94,2.6,2.51,1.0,0.66,0.09,1.340206186,0.9653846154,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.94,1.9869896045439936,2.135896181384248,0.0469896045439937,0.1489065768402542,0.9763513586399576,0.9302837946253784,NORMAL,LOW
2026-04-04 21:19:24,1.96,2.62,2.52,1.0,0.66,0.1,1.336734694,0.9618320611,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,2.002274139963563,2.1444057279236275,0.0422741399635628,0.1421315879600646,0.9788869370483244,0.933719824513952,NORMAL,LOW
2026-04-04 21:19:25,1.97,2.63,2.52,1.0,0.66,0.11,1.335025381,0.9581749049,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,2.009916407673347,2.1444057279236275,0.0399164076733471,0.1344893202502803,0.980140264778696,0.9372836406380508,NORMAL,LOW
2026-04-04 21:19:26,2.02,2.6,2.53,1.0,0.58,0.07,1.287128713,0.9730769231,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.02,1.9869896045439936,2.1529152744630067,0.0330103954560063,0.165925669919013,1.0166132703364503,0.9229297725334784,LEAK_2_3,MEDIUM
2026-04-04 21:19:27,2.01,2.62,2.53,1.0,0.61,0.09,1.303482587,0.965648855,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.01,2.002274139963563,2.1529152744630067,0.0077258600364369,0.1506411344994438,1.0038585425852713,0.9300292323221974,LEAK_2_3,MEDIUM
2026-04-04 21:19:28,1.97,2.6,2.49,1.0,0.63,0.11,1.319796954,0.9576923077,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.97,1.9869896045439936,2.118877088305489,0.0169896045439936,0.1318874837614958,0.9914495755261424,0.9377559536183532,NORMAL,LOW
2026-04-04 21:19:29,1.98,2.58,2.5,1.0,0.6,0.08,1.303030303,0.9689922481,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.98,1.9717050691244244,2.1273866348448687,0.0082949308755755,0.1556815657204442,1.0042069835927638,0.9268202764976962,LEAK_2_3,MEDIUM
2026-04-04 21:19:30,1.98,2.56,2.51,1.0,0.58,0.05,1.292929293,0.98046875,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.98,1.9564205337048552,2.135896181384248,0.0235794662951447,0.1794756476793926,1.0120523506520822,0.9159717362465264,LEAK_2_3,MEDIUM
2026-04-04 21:19:31,1.95,2.55,2.48,1.0,0.6,0.07,1.307692308,0.9725490196,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,1.9487782659950703,2.11036754176611,0.0012217340049296,0.1615892757710395,1.000626923045196,0.9234307424782464,LEAK_2_3,MEDIUM
2026-04-04 21:19:32,1.96,2.59,2.49,1.0,0.63,0.1,1.321428571,0.9613899614,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,1.9793473368342087,2.118877088305489,0.0193473368342087,0.1395297514712807,0.990225395778614,0.93414919995059,NORMAL,LOW
2026-04-04 21:19:33,1.98,2.57,2.51,1.0,0.59,0.06,1.297979798,0.9766536965,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.98,1.9640628014146395,2.135896181384248,0.0159371985853604,0.1718333799696083,1.0081144037623857,0.9195497508412392,LEAK_2_3,MEDIUM
2026-04-04 21:19:34,2.02,2.56,2.51,1.0,0.54,0.05,1.267326733,0.98046875,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.02,1.9564205337048552,2.135896181384248,0.0635794662951447,0.1794756476793926,1.0324978526854576,0.9159717362465264,LEAK_2_3,MEDIUM
2026-04-04 21:19:35,2.06,2.59,2.52,1.0,0.53,0.07,1.257281553,0.972972973,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.06,1.9793473368342087,2.1444057279236275,0.0806526631657913,0.1650583910894187,1.0407470996448698,0.9230283761416548,LEAK_2_3,MEDIUM
2026-04-04 21:19:36,2.04,2.57,2.48,1.0,0.53,0.09,1.259803922,0.9649805447,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.04,1.9640628014146395,2.11036754176611,0.0759371985853605,0.1463047403514703,1.0386633250885184,0.9306733365368992,NORMAL,LOW
2026-04-04 21:19:37,2.03,2.52,2.5,1.0,0.49,0.02,1.24137931,0.9920634921,0.0,NORMAL,MEDIUM,Flow imbalance,,ACTIVE_FLOW,2.03,1.9258514628657168,2.1273866348448687,0.1041485371342829,0.2015351719791518,1.054079215942909,0.905266316579145,LEAK_2_3,MEDIUM
2026-04-04 21:19:38,1.98,2.53,2.47,1.0,0.55,0.06,1.277777778,0.976284585,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.98,1.933493730575501,2.1018579952267302,0.0465062694244988,0.1683642646512291,1.0240529714108026,0.9198974121783772,LEAK_2_3,MEDIUM
2026-04-04 21:19:39,1.95,2.57,2.53,1.0,0.62,0.04,1.317948718,0.9844357977,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.95,1.9640628014146395,2.1529152744630067,0.0140628014146395,0.1888524730483671,0.9928399430993192,0.9122805828503996,LEAK_2_3,MEDIUM
2026-04-04 21:19:40,2.0,2.6,2.53,1.0,0.6,0.07,1.3,0.9730769231,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,2.0,1.9869896045439936,2.1529152744630067,0.0130103954560063,0.165925669919013,1.0065477924123274,0.9229297725334784,LEAK_2_3,MEDIUM
2026-04-04 21:19:41,1.96,2.58,2.49,1.0,0.62,0.09,1.316326531,0.9651162791,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.96,1.9717050691244244,2.118877088305489,0.0117050691244244,0.147172019181065,0.9940634787079884,0.9305424462828272,NORMAL,LOW
2026-04-04 21:19:42,1.85,2.48,2.42,1.0,0.63,0.06,1.340540541,0.9758064516,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.85,1.8952823920265784,2.059310262529833,0.0452823920265783,0.1640278705032545,0.976107839012761,0.9203481507921256,LEAK_2_3,MEDIUM
2026-04-04 21:19:43,1.82,2.46,2.38,1.0,0.64,0.08,1.351648352,0.9674796748,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.82,1.8799978566070088,2.025272076372315,0.0599978566070091,0.1452742197653056,0.9680862101006368,0.9282692822065064,NORMAL,LOW
2026-04-04 21:19:44,1.83,2.44,2.42,1.0,0.61,0.02,1.333333333,0.9918032787,1.0,LEAK_1_2,HIGH,Leak detected at LEAK_1_2,,ACTIVE_FLOW,1.83,1.86471332118744,2.059310262529833,0.0347133211874399,0.1945969413423929,0.9813840976020192,0.9055038257793494,LEAK_2_3,MEDIUM
